claimid,claim,doi,link,abstitle,abssentid,abssent,labels,
31,Precipitation in smoky areas following a wildfire is likely to be extremely toxic.,10.2307/1467761,https://www.snopes.com/fact-check/rain-wildfire-toxic/,Phosphorus and Nitrogen Dynamics in Streams during a Wildfire,5,Nutrient concentrations declined to background levels typically <5-10 μg/L within several days to several weeks.,N, 
31,Precipitation in smoky areas following a wildfire is likely to be extremely toxic.,10.2307/1467761,https://www.snopes.com/fact-check/rain-wildfire-toxic/,Phosphorus and Nitrogen Dynamics in Streams during a Wildfire,6,Experimental evidence suggests that the primary source of phosphorus was from leaching of ash deposited directly into the streams during the firestorm while the primary source of nitrogen appeared to be from diffusion of smoke gases into the stream waters.,N, 
32,A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.,10.1016/j.molbiopara.2012.08.002,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/,Quantitative PCR estimates Angiostrongylus cantonensis (rat lungworm) infection levels in semi-slugs (Parmarion martensi),1,The life cycle of the nematode Angiostrongylus cantonensis involves rats as the definitive host and slugs and snails as intermediate hosts.,S, 
32,A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.,10.1016/j.molbiopara.2012.08.002,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/,Quantitative PCR estimates Angiostrongylus cantonensis (rat lungworm) infection levels in semi-slugs (Parmarion martensi),2,Humans can become infected upon ingestion of intermediate or paratenic (passive carrier) hosts containing stage L3 A. cantonensis larvae.,N, 
32,A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.,10.1016/j.molbiopara.2012.08.002,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/,Quantitative PCR estimates Angiostrongylus cantonensis (rat lungworm) infection levels in semi-slugs (Parmarion martensi),3,"Here, we report a quantitative PCR (qPCR) assay that provides a reliable, relative measure of parasite load in intermediate hosts.",N, 
32,A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.,10.1016/j.molbiopara.2012.08.002,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/,Quantitative PCR estimates Angiostrongylus cantonensis (rat lungworm) infection levels in semi-slugs (Parmarion martensi),4,Quantification of the levels of infection of intermediate hosts is critical for determining A. cantonensis intensity on the Island of Hawaii.,N, 
32,A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.,10.1016/j.molbiopara.2012.08.002,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/,Quantitative PCR estimates Angiostrongylus cantonensis (rat lungworm) infection levels in semi-slugs (Parmarion martensi),5,The identification of high intensity infection ‘hotspots’ will allow for more effective targeted rat and slug control measures.,R, 
32,A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.,10.1016/j.molbiopara.2012.08.002,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/,Quantitative PCR estimates Angiostrongylus cantonensis (rat lungworm) infection levels in semi-slugs (Parmarion martensi),6,"qPCR appears more efficient and sensitive than microscopy and provides a new tool for quantification of larvae from intermediate hosts, and potentially from other sources as well.",S, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",1,Recent research into the psychology of conspiracy belief has highlighted the importance of belief systems in the acceptance or rejection of conspiracy theories.,N, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",2,We examined a large sample of conspiracist (pro-conspiracy-theory) and conventionalist (anti-conspiracy-theory) comments on news websites in order to investigate the relative importance of promoting alternative explanations vs. rejecting conventional explanations for events.,R, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",3,"In accordance with our hypotheses, we found that conspiracist commenters were more likely to argue against the opposing interpretation and less likely to argue in favor of their own interpretation, while the opposite was true of conventionalist commenters.",N, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",4,"However, conspiracist comments were more likely to explicitly put forward an account than conventionalist comments were.",R, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",5,"In addition, conspiracists were more likely to express mistrust and made more positive and fewer negative references to other conspiracy theories.",N, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",6,"The data also indicate that conspiracists were largely unwilling to apply the “conspiracy theory” label to their own beliefs and objected when others did so, lending support to the long-held suggestion that conspiracy belief carries a social stigma.",N, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",7,"Finally, conventionalist arguments tended to have a more hostile tone.",N, 
33,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,10.3389/fpsyg.2013.00409,https://www.snopes.com/fact-check/conspiracists-most-sane/,",“What about building 7?” A social psychological study of online discussion of 9/11 conspiracy theories""",8,These tendencies in persuasive communication can be understood as a reflection of an underlying conspiracist worldview in which the details of individual conspiracy theories are less important than a generalized rejection of official explanations.,N, 
34,Scientific data has linked the surge in volcanic activity in Hawaii to increased fracking activity from a nearby geothermal energy plant.,10.1785/0220150067,https://www.snopes.com/fact-check/did-fracking-cause-volcanic-activity-hawaii/,"Myths and Facts on Wastewater Injection, Hydraulic Fracturing, Enhanced Oil Recovery, and Induced Seismicity",1,The central United States has undergone a dramatic increase in seismicity over the past 6 years (Fig.,N, 
34,Scientific data has linked the surge in volcanic activity in Hawaii to increased fracking activity from a nearby geothermal energy plant.,10.1785/0220150067,https://www.snopes.com/fact-check/did-fracking-cause-volcanic-activity-hawaii/,"Myths and Facts on Wastewater Injection, Hydraulic Fracturing, Enhanced Oil Recovery, and Induced Seismicity",2,"1), rising from an average of 24 M≥3 earthquakes per year in the years 1973–2008 to an average of 193 M≥3 earthquakes in 2009–2014, with 688 occurring in 2014 alone.",N, 
34,Scientific data has linked the surge in volcanic activity in Hawaii to increased fracking activity from a nearby geothermal energy plant.,10.1785/0220150067,https://www.snopes.com/fact-check/did-fracking-cause-volcanic-activity-hawaii/,"Myths and Facts on Wastewater Injection, Hydraulic Fracturing, Enhanced Oil Recovery, and Induced Seismicity",3,"Multiple damaging earthquakes have occurred during this increase including the 2011 M 5.6 Prague, Oklahoma, earthquake; the 2011 M 5.3 Trinidad, Colorado, earthquake; and the 2011 M 4.7 Guy‐Greenbrier, Arkansas, earthquake.",N, 
34,Scientific data has linked the surge in volcanic activity in Hawaii to increased fracking activity from a nearby geothermal energy plant.,10.1785/0220150067,https://www.snopes.com/fact-check/did-fracking-cause-volcanic-activity-hawaii/,"Myths and Facts on Wastewater Injection, Hydraulic Fracturing, Enhanced Oil Recovery, and Induced Seismicity",4,The increased seismicity is limited to a few areas and the evidence is mounting that the seismicity in many of these...,R, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",1,A number of Earth co-orbital asteroids experience repeated transitions between the quasi-satellite and horseshoe dynamical states.,N, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",2,"Asteroids 2001 GO2, 2002 AA29, 2003 YN107 and 2015 SO2 are well-documented cases of such a dynamical behaviour.",R, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",3,"These transitions depend on the gravitational influence of other planets, owing to the overlapping of a multiplicity of secular resonances.",N, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",4,"Here, we show that the recently discovered asteroid (469219) 2016 HO3 is a quasi-satellite of our planet – the fifth one, joining the ranks of (164207) 2004 GU9, (277810) 2006 FV35, 2013 LX28, and 2014 OL339.",R, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",5,This new Earth co-orbital also switches repeatedly between the quasi-satellite and horseshoe configurations.,N, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",6,Its current quasi-satellite episode started nearly 100 yr ago and it will end in about 300 yr from now.,R, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",7,The orbital solution currently available for this object is very robust and our full N-body calculations show that it may be a long-term companion (time-scale of Myr) to our planet.,N, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",8,"Among the known Earth quasi-satellites, it is the closest to our planet and as such, a potentially accessible target for future in situ study.",R, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",9,"Due to its presumably lengthy dynamical relationship with the Earth and given the fact that at present and for many decades this transient object remains well positioned with respect to our planet, the results of spectroscopic studies of this small body, 26–115 m, may be particularly useful to improve our understanding of the origins – local or captured – of Earth's co-orbital asteroid population.",R, 
35,NASA has recently confirmed the existence of Earth’s second moon.,10.1093/mnras/stw1972,https://www.snopes.com/fact-check/nasa-confirms-existence-of-earths-second-moon/,"Asteroid (469219) 2016 HO3, the smallest and closest Earth quasi-satellite",10,The non-negligible effect of the uncertainty in the value of the mass of Jupiter on the stability of this type of co-orbitals is also briefly explored.,N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",1,An elevated erosional trimline in the heart of West Antarctica in the Ellsworth Mountains tells of thicker ice in the past and represents an important yet ambiguous stage in the evolution of the Antarctic Ice Sheet.,N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",2,Here we analyse the geomorphology of massifs in the southernmost Heritage Range where the surfaces associated with the trimline are overlain by surficial deposits that have the potential to be dated through cosmogenic nuclide analysis.,N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",3,"Analysis of 100 rock samples reveals that some clasts have been exposed on glacially moulded surfaces for 1.4 Ma and perhaps more than 3.5 Ma, while others reflect fluctuations in thickness during Quaternary glacial cycles.",N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",4,"Modelling the age of the glacially moulded bedrock surface based on cosmogenic 10Be, 26Al and 21Ne concentrations from a depth-profile indicates a minimum exposure age of 2.1–2.6 Ma.",N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",5,We conclude that the glacially eroded surfaces adjacent to the trimline predate the Last Glacial Maximum and indeed the Quaternary.,N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",6,"Since erosion was by warm-based ice near an ice-sheet upper margin, we suggest it first occurred during the early glaciations of Antarctica before the stepped cooling of the mid-Miocene at ∼14 Ma.",N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",7,This was a time when the interior Antarctic continent had summers warm enough for tundra vegetation to grow and for mountain glaciers to consist of ice at the pressure melting point.,N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",8,"During these milder conditions, and subsequently, erosion of glacial troughs is likely to have lowered the ice-sheet surface in relation to the mountains.",N, 
36,Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.,10.1016/j.epsl.2017.04.006,https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/,"The million-year evolution of the glacial trimline in the southernmost Ellsworth Mountains, Antarctica",9,This means that the range of orbitally induced cyclic fluctuations in ice thickness have progressively been confined to lower elevations.,N, 
37,"A viral animation shows a myosin molecule transporting endorphins, which can be thought of as a visual representation of the feeling of happiness.",10.1152/physrev.00023.2007,https://www.snopes.com/fact-check/what-happiness-looks-like/,"Intracellular Transport and Kinesin Superfamily Proteins, KIFs: Structure, Function, and Dynamics",1,"Various molecular cell biology and molecular genetic approaches have indicated significant roles for kinesin superfamily proteins (KIFs) in intracellular transport and have shown that they are critical for cellular morphogenesis, functioning, and survival.",R, 
37,"A viral animation shows a myosin molecule transporting endorphins, which can be thought of as a visual representation of the feeling of happiness.",10.1152/physrev.00023.2007,https://www.snopes.com/fact-check/what-happiness-looks-like/,"Intracellular Transport and Kinesin Superfamily Proteins, KIFs: Structure, Function, and Dynamics",2,"KIFs not only transport various membrane organelles, protein complexes, and mRNAs for the maintenance of basic cellular activity, but also play significant roles for various mechanisms fundamental for life, such as brain wiring, higher brain functions such as memory and learning and activity-dependent neuronal survival during brain development, and for the determination of important developmental processes such as left-right asymmetry formation and suppression of tumorigenesis.",N, 
37,"A viral animation shows a myosin molecule transporting endorphins, which can be thought of as a visual representation of the feeling of happiness.",10.1152/physrev.00023.2007,https://www.snopes.com/fact-check/what-happiness-looks-like/,"Intracellular Transport and Kinesin Superfamily Proteins, KIFs: Structure, Function, and Dynamics",3,Accumulating data have revealed a molecular mechanism of cargo recognition involving scaffolding or adaptor protein complexes.,N, 
37,"A viral animation shows a myosin molecule transporting endorphins, which can be thought of as a visual representation of the feeling of happiness.",10.1152/physrev.00023.2007,https://www.snopes.com/fact-check/what-happiness-looks-like/,"Intracellular Transport and Kinesin Superfamily Proteins, KIFs: Structure, Function, and Dynamics",4,Intramolecular folding and phosphorylation also regulate the binding activity of motor proteins.,N, 
37,"A viral animation shows a myosin molecule transporting endorphins, which can be thought of as a visual representation of the feeling of happiness.",10.1152/physrev.00023.2007,https://www.snopes.com/fact-check/what-happiness-looks-like/,"Intracellular Transport and Kinesin Superfamily Proteins, KIFs: Structure, Function, and Dynamics",5,"New techniques using molecular biophysics, cryoelectron microscopy, and X-ray crystallography have detected structural changes in motor proteins, synchronized with ATP hydrolysis cycles, leading to the development of independent models of monomer and dimer motors for processive movement along microtubules.",N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",1,"In support of climate monitoring and assessments, the National Oceanic and Atmospheric Administration's (NOAA's) National Climatic Data Center has developed an improved version of the U.S.",N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",2,Historical Climatology Network temperature dataset (HCN version 2).,N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",3,"In this paper, the HCN version 2 temperature data are described in detail, with a focus on the quality-assured data sources and the systematic bias adjustments.",N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",4,The bias adjustments are discussed in the context of their effect on U.S. temperature trends from the period 1895–2007 and in terms of the differences between version 2 and its widely used predecessor (now referred to as HCN version 1).,N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",5,Evidence suggests that the collective effect of changes in observation practice at U.S. HCN stations is systematic and of the same order of magnitude as the background climate signal.,N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",6,"For this reason, bias adjustments are essential to reducing the uncertainty in U.S. climate trends.",N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",7,The largest biases in the HCN are shown to be associated with changes to the time of observation and with the widespread changeover from liquid-in-glass thermometers to the maximum–minimum temperature system (MMTS).,N, 
38,A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,10.1175/2008BAMS2613.1,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,"The U.S. Historical Climatology Network Monthly Temperature Data, Version 2",8,"With respect to HCN version 1, HCN version 2 trends in maximum temperatures are similar, while minimum temperature trends are somewhat smaller because of 1) an apparent overcorrection in HCN version 1 for the MMTS instrument change and 2) the systematic effect of undocumented station changes, which were not addressed in HCN version 1.",N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,1,The outbreak situation in Germany caused by an unusual serotype of intestinal coliform bacterium revealed difficulties in investigating and detecting the nature and source of such bacteria.,N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,2,"It also exposed a certain lack of knowledge and information in society regarding the origin of coliform bacteria, resulting in misinterpretation of faecal pollution risk.",N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,3,"It is therefore essential to provide basic knowledge and information on the coliform group, in particular coliform bacteria (CB), thermotolerant coliform bacteria (TCB) and Escherichia coli (E. coli), and to clarify which bacteria within this group represent the most accurate indicator of faecal contamination in the environment.",R, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,4,"The CB comprises a large group of bacteria that can originate from faecal matter of human and warm-blooded animals, and/or from the environment.",N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,5,"Within the CB, there is a sub-group of TCB, i.e.",N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,6,faecal and non-faecal coliforms that are resistant to high temperatures.,N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,7,"The main bacterium in the TCB group is E. coli, found exclusively in the faeces of humans, other mammals, and birds.",N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,8,Most strains of E. coli are harmless; however many are associated with human and animal diseases.,N, 
39,An investigation has proven the presence of feces in Starbucks beverages.,10.1016/j.ecolind.2012.03.026,https://www.snopes.com/fact-check/investigation-proves-starbucks-beverages-contain-feces/,Specific features of Escherichia coli that distinguish it from coliform and thermotolerant coliform bacteria and define it as the most accurate indicator of faecal contamination in the environment,9,"Nevertheless, the occurrence of E. coli in the environment does not necessarily result in the threat of disease; however its presence definitely indicates pollution with faecal matter.",N, 
40,A total of 58 peer-reviewed papers published in the first half of 2017 conclude that global warming is a myth.,10.1016/j.palaeo.2016.10.022,https://www.snopes.com/fact-check/scientific-papers-global-warming-myth/,Multi-species coral Sr/Ca-based sea-surface temperature reconstruction using Orbicella faveolata and Siderastrea siderea from the Florida Straits,1,"We present new, monthly-resolved Sr/Ca-based sea-surface temperature (SST) records from two species of massive coral, Orbicella faveolata and Siderastrea siderea, from the Dry Tortugas National Park, FL, USA (DTNP).",N, 
40,A total of 58 peer-reviewed papers published in the first half of 2017 conclude that global warming is a myth.,10.1016/j.palaeo.2016.10.022,https://www.snopes.com/fact-check/scientific-papers-global-warming-myth/,Multi-species coral Sr/Ca-based sea-surface temperature reconstruction using Orbicella faveolata and Siderastrea siderea from the Florida Straits,2,We combine these new records with published data from three additional S. siderea coral colonies to generate a 278-year long multi-species stacked Sr/Ca-SST record from DTNP.,N, 
40,A total of 58 peer-reviewed papers published in the first half of 2017 conclude that global warming is a myth.,10.1016/j.palaeo.2016.10.022,https://www.snopes.com/fact-check/scientific-papers-global-warming-myth/,Multi-species coral Sr/Ca-based sea-surface temperature reconstruction using Orbicella faveolata and Siderastrea siderea from the Florida Straits,3,The composite record of mean annual Sr/Ca-SST at DTNP shows pronounced decadal-scale variability with a range of 1 to 2 °C.,N, 
40,A total of 58 peer-reviewed papers published in the first half of 2017 conclude that global warming is a myth.,10.1016/j.palaeo.2016.10.022,https://www.snopes.com/fact-check/scientific-papers-global-warming-myth/,Multi-species coral Sr/Ca-based sea-surface temperature reconstruction using Orbicella faveolata and Siderastrea siderea from the Florida Straits,4,"Notable cool intervals in the Sr/Ca-derived SST lasting about a decade centered at ~ 1845, ~ 1935, and ~ 1965 are associated with reduced summer Sr/Ca-SST (monthly maxima < 29 °C), and imply a reduction in the spatial extent of the Atlantic Warm Pool (AWP).",N, 
40,A total of 58 peer-reviewed papers published in the first half of 2017 conclude that global warming is a myth.,10.1016/j.palaeo.2016.10.022,https://www.snopes.com/fact-check/scientific-papers-global-warming-myth/,Multi-species coral Sr/Ca-based sea-surface temperature reconstruction using Orbicella faveolata and Siderastrea siderea from the Florida Straits,5,"There is significant coherence between the composite DTNP Sr/Ca-SST record and the Atlantic Multidecadal Oscillation (AMO) index, with the AMO lagging Sr/Ca-SST at DTNP by 9 years.",N, 
40,A total of 58 peer-reviewed papers published in the first half of 2017 conclude that global warming is a myth.,10.1016/j.palaeo.2016.10.022,https://www.snopes.com/fact-check/scientific-papers-global-warming-myth/,Multi-species coral Sr/Ca-based sea-surface temperature reconstruction using Orbicella faveolata and Siderastrea siderea from the Florida Straits,6,"Low frequency variability in the Gulf Stream surface transport, which originates near DTNP, may provide a link for the lagged relationship between multidecadal variability at DTNP and the AMO.",N, 
41,"If the vial to a mercury-containing vaccine is broken, the building must be evacuated.",10.1021/acs.est.6b04328,https://www.snopes.com/fact-check/vaccine-vial-evacuating-building/,Declining Mercury Concentrations in Bluefin Tuna Reflect Reduced Emissions to the North Atlantic Ocean,1,Tunas are apex predators in marine food webs that can accumulate mercury (Hg) to high concentrations and provide more Hg (∼40%) to the U.S population than any other source.,N, 
41,"If the vial to a mercury-containing vaccine is broken, the building must be evacuated.",10.1021/acs.est.6b04328,https://www.snopes.com/fact-check/vaccine-vial-evacuating-building/,Declining Mercury Concentrations in Bluefin Tuna Reflect Reduced Emissions to the North Atlantic Ocean,2,"We measured Hg concentrations in 1292 Atlantic bluefin tuna (ABFT, Thunnus thynnus) captured in the Northwest Atlantic from 2004 to 2012.",S, 
